p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
VAMP5	5.12611120521763e-56	1.44324201379741	0.864	0.196	9.95131968268898e-52	Endothelial cells	VAMP5
CD320	8.39658600724101e-56	1.08183354004671	0.543	0.057	1.6300292415857e-51	Endothelial cells	CD320
EPB41L4A	9.26194752148145e-56	0.471712334226519	0.284	0.009	1.79802187234519e-51	Endothelial cells	EPB41L4A
PAK4	3.35758174642621e-55	0.472668814081352	0.333	0.016	6.5180734443372e-51	Endothelial cells	PAK4
PLPP1	6.8557467395544e-55	1.42372489345866	0.667	0.098	1.3309061145497e-50	Endothelial cells	PLPP1
TNS2	3.87869852918914e-54	0.85828908655128	0.519	0.051	7.52971745471487e-50	Endothelial cells	TNS2
LAMA4	1.39664419576766e-53	0.657389705328023	0.457	0.038	2.71130537724376e-49	Endothelial cells	LAMA4
ATOH8	2.53191148407784e-53	0.808187456387016	0.395	0.027	4.91519976404032e-49	Endothelial cells	ATOH8
LMO2	2.78911736704103e-53	0.610414496280342	0.407	0.029	5.41451354463674e-49	Endothelial cells	LMO2
IL33	3.46336198109989e-53	0.69245561427584	0.309	0.013	6.72342461390922e-49	Endothelial cells	IL33
LRATD1	4.3876948931505e-52	0.403633592486397	0.284	0.011	8.51783209607306e-48	Endothelial cells	LRATD1
HEY1	5.84350339209948e-52	0.685667174982948	0.383	0.025	1.13439931350827e-47	Endothelial cells	HEY1
RHOJ	1.80336077829833e-51	0.56135531021572	0.309	0.014	3.50086427891054e-47	Endothelial cells	RHOJ
TNFRSF10D	2.37169944000384e-51	0.542055648330534	0.333	0.018	4.60418012287946e-47	Endothelial cells	TNFRSF10D
CALD1	4.45957261484062e-51	0.774688521442305	0.728	0.101	8.65736831719009e-47	Endothelial cells	CALD1
LAMA5	8.45718081367184e-51	0.38206206339633	0.296	0.013	1.64179251135811e-46	Endothelial cells	LAMA5
PRX	1.00784404769159e-50	0.644484823588511	0.259	0.008	1.95652764978369e-46	Endothelial cells	PRX
SOCS2	1.40541464252462e-50	1.073450250644	0.531	0.06	2.72833144553305e-46	Endothelial cells	SOCS2
INSR	2.67796545822398e-50	1.63465331513288	0.568	0.078	5.19873434405021e-46	Endothelial cells	INSR
CTNNAL1	1.63840099879329e-49	1.0250716273802	0.543	0.064	3.18062785895742e-45	Endothelial cells	CTNNAL1
FSCN1	3.82438088918668e-49	0.923855887650161	0.444	0.04	7.4242706201781e-45	Endothelial cells	FSCN1
TCIM	9.4736508006423e-49	1.21542064902688	0.543	0.067	1.83911982992869e-44	Endothelial cells	TCIM
GIMAP72	9.83445869566536e-49	1.11718907192169	0.704	0.111	1.90916346658952e-44	Endothelial cells	GIMAP7
PLK2	1.11801357470902e-48	1.02759666004225	0.481	0.051	2.17039975258261e-44	Endothelial cells	PLK2
RASAL2	1.1808734077589e-48	0.722759142357872	0.457	0.045	2.29242954648236e-44	Endothelial cells	RASAL2
CTTN	1.61418236778733e-48	0.732491893526963	0.42	0.035	3.13361223058554e-44	Endothelial cells	CTTN
FNBP1L	2.24461291874276e-47	0.606925858304346	0.333	0.021	4.35746705915532e-43	Endothelial cells	FNBP1L
MMP28	4.7310580500408e-47	0.693867927547791	0.296	0.015	9.18440299254421e-43	Endothelial cells	MMP28
LRRC8A	1.09022668039908e-46	0.748401416657072	0.432	0.04	2.11645705465872e-42	Endothelial cells	LRRC8A
COL15A1	2.85611782740507e-46	0.646528606875441	0.296	0.016	5.54458153834146e-42	Endothelial cells	COL15A1
TMTC1	3.80688932612995e-46	0.633052077983678	0.284	0.014	7.39031424881608e-42	Endothelial cells	TMTC1
MEIS2	7.60856444606172e-46	0.529421351675869	0.358	0.025	1.47705061591396e-41	Endothelial cells	MEIS2
PDLIM1	1.02483197104567e-45	1.23685149097169	0.642	0.113	1.98950630539096e-41	Endothelial cells	PDLIM1
SCARF1	1.13594659142336e-45	0.526662559279474	0.333	0.022	2.20521311793017e-41	Endothelial cells	SCARF1
NFIA	1.97525524869e-45	1.05985482682516	0.691	0.127	3.83456301428189e-41	Endothelial cells	NFIA
HES1	7.21021829275244e-45	1.71759791103992	0.716	0.142	1.39971967717203e-40	Endothelial cells	HES1
LAMC1	1.29685808490981e-44	0.628370306012687	0.42	0.04	2.51759060023542e-40	Endothelial cells	LAMC1
DEPP1	1.78630502891019e-44	0.988188094660894	0.432	0.042	3.46775395262334e-40	Endothelial cells	DEPP1
IL3RA	2.28106460825247e-44	0.648676216122951	0.346	0.025	4.42823072400051e-40	Endothelial cells	IL3RA
PXDN	2.88476906336378e-44	0.463738069190378	0.321	0.021	5.6002021827081e-40	Endothelial cells	PXDN
CD36	4.8294784180155e-44	1.09973829519699	0.407	0.04	9.37546645289349e-40	Endothelial cells	CD36
CNKSR3	9.98070123537667e-44	0.584461705569727	0.272	0.013	1.93755353082367e-39	Endothelial cells	CNKSR3
TGFBR2	1.28315649353559e-43	1.25790165428668	0.753	0.171	2.49099170090064e-39	Endothelial cells	TGFBR2
TSPAN12	2.58023181662815e-43	0.530831736029969	0.284	0.016	5.00900402562023e-39	Endothelial cells	TSPAN12
ICAM2	2.63783394098581e-43	1.21792606721216	0.58	0.091	5.12082702963575e-39	Endothelial cells	ICAM2
EPHA4	3.24266350541551e-43	0.556511831475767	0.346	0.025	6.29498266306312e-39	Endothelial cells	EPHA4
SMAD1	3.84755037021865e-43	0.558664258998584	0.296	0.018	7.46924953370547e-39	Endothelial cells	SMAD1
RAPGEF5	4.77641568928017e-43	0.655328076978044	0.42	0.042	9.2724557775996e-39	Endothelial cells	RAPGEF5
ASAP2	1.18033056851535e-42	0.357688133778384	0.284	0.016	2.29137573265885e-38	Endothelial cells	ASAP2
TSC22D1	1.36928415095303e-42	1.51949019461047	0.778	0.188	2.65819132224511e-38	Endothelial cells	TSC22D1
GRB10	2.13765424479469e-42	0.522105318010466	0.284	0.016	4.14982818541992e-38	Endothelial cells	GRB10
FXYD6	2.24399795075093e-42	0.989269539018097	0.58	0.09	4.35627322179278e-38	Endothelial cells	FXYD6
HDAC7	2.28297464166334e-42	0.605394258270231	0.432	0.045	4.43193867186105e-38	Endothelial cells	HDAC7
YES1	2.62610951436065e-42	0.433931039510657	0.309	0.02	5.09806640022834e-38	Endothelial cells	YES1
CDA	5.42533451942437e-42	0.539176842449247	0.321	0.023	1.05322019025585e-37	Endothelial cells	CDA
MGLL	5.73720643893334e-42	0.972540133558005	0.556	0.091	1.11376388599013e-37	Endothelial cells	MGLL
SLC44A2	8.7748110542471e-42	0.755499938567795	0.494	0.062	1.70345406996099e-37	Endothelial cells	SLC44A2
STOM	1.05931070588685e-41	1.40816925195202	0.79	0.225	2.05643987333814e-37	Endothelial cells	STOM
RNASE11	1.37625789565762e-41	0.891590178404454	0.802	0.181	2.67172945284014e-37	Endothelial cells	RNASE1
ADGRG1	2.17514013844995e-41	0.371357065030102	0.259	0.013	4.22259955077288e-37	Endothelial cells	ADGRG1
ADAM15	2.38556096038863e-41	0.805395161451841	0.469	0.059	4.63108949240245e-37	Endothelial cells	ADAM15
ZBTB16	3.41879087495032e-41	1.36281026305346	0.815	0.233	6.63689872554106e-37	Endothelial cells	ZBTB16
PLXND1	1.00722343040598e-40	0.944760972986983	0.519	0.076	1.95532284544712e-36	Endothelial cells	PLXND1
PDK4	1.23848664818851e-40	1.21745755526199	0.605	0.107	2.40427413012835e-36	Endothelial cells	PDK4
F8	1.28011050859727e-40	0.900003022244414	0.309	0.022	2.48507853033987e-36	Endothelial cells	F8
RDX	1.53005936449315e-40	1.30108642291586	0.679	0.157	2.97030424429055e-36	Endothelial cells	RDX
RGS5	1.94601970358369e-40	0.948210469318357	0.383	0.035	3.77780805056702e-36	Endothelial cells	RGS5
PALM2-AKAP2	3.4162706920424e-40	0.905984915978098	0.593	0.102	6.6320062944619e-36	Endothelial cells	PALM2-AKAP2
GFOD2	2.35650589529111e-39	0.412117456779048	0.321	0.024	4.57468489452862e-35	Endothelial cells	GFOD2
ETS21	3.13167293041248e-39	1.17767106848012	0.728	0.178	6.07951665980974e-35	Endothelial cells	ETS2
ADAMTS9	3.58184844709296e-39	0.554912856513801	0.272	0.016	6.95344239034156e-35	Endothelial cells	ADAMTS9
GFOD1	7.2434293876318e-39	0.976903116643207	0.531	0.085	1.40616694702096e-34	Endothelial cells	GFOD1
THEM6	8.34989824325538e-39	0.684596737525484	0.321	0.025	1.62096574596317e-34	Endothelial cells	THEM6
KLF9	8.85548559360633e-39	1.01869097990687	0.58	0.105	1.7191154182868e-34	Endothelial cells	KLF9
CDC42EP5	8.86916222940834e-39	0.505630504110389	0.284	0.018	1.72177046359504e-34	Endothelial cells	CDC42EP5
TTC28	1.92437938185754e-38	0.463654251736479	0.358	0.033	3.73579769400004e-34	Endothelial cells	TTC28
SULF2	3.37792034750882e-38	0.69178149690707	0.395	0.043	6.55755677061887e-34	Endothelial cells	SULF2
RAB13	4.04890978598325e-38	1.23128860407787	0.716	0.188	7.86014856752928e-34	Endothelial cells	RAB13
IPO11	7.4553783410155e-38	0.451302952485976	0.284	0.019	1.44731259734134e-33	Endothelial cells	IPO11
TGM2	9.22979860352085e-38	1.0715115463513	0.63	0.121	1.7917808029015e-33	Endothelial cells	TGM2
UACA	1.15953540756696e-37	0.797327021135557	0.506	0.074	2.25100608670974e-33	Endothelial cells	UACA
MT1M	5.14574776019642e-37	1.38973466912336	0.494	0.073	9.98944012686931e-33	Endothelial cells	MT1M
GAS2L1	1.94575566535654e-36	0.560911075998049	0.309	0.025	3.77729547315666e-32	Endothelial cells	GAS2L1
HDGFL3	2.14605652266755e-36	0.544275572525742	0.309	0.025	4.16613952745451e-32	Endothelial cells	HDGFL3
LDLR	2.31386641399554e-36	0.591058950082731	0.346	0.033	4.49190886948955e-32	Endothelial cells	LDLR
RUNX1T1	2.60201244968765e-36	0.345760229963211	0.321	0.027	5.05128676857863e-32	Endothelial cells	RUNX1T1
SERPINH1	2.66198412130834e-36	0.858795657963661	0.593	0.108	5.16770977469587e-32	Endothelial cells	SERPINH1
TSPAN13	8.01555698919105e-36	0.772285746791841	0.432	0.056	1.55606007831166e-31	Endothelial cells	TSPAN13
MRTFB	8.37857857877788e-36	0.499380103604226	0.284	0.021	1.62653345949815e-31	Endothelial cells	MRTFB
CD200	8.65755726887025e-36	0.334442675645592	0.272	0.018	1.68069159260578e-31	Endothelial cells	CD200
NCKAP1	9.76810272771934e-36	0.51571575432407	0.333	0.031	1.89628178253215e-31	Endothelial cells	NCKAP1
RFLNB	1.32711042799043e-35	0.649420904122	0.309	0.026	2.57631947385782e-31	Endothelial cells	RFLNB
TMEM255B	2.44690363341581e-35	0.530254510499951	0.383	0.043	4.75017402355011e-31	Endothelial cells	TMEM255B
ASS1	2.89016120949268e-35	0.538733783169369	0.284	0.022	5.61066995598813e-31	Endothelial cells	ASS1
PLAT	3.29905055889645e-35	1.0911640086351	0.407	0.05	6.40444684998567e-31	Endothelial cells	PLAT
PDGFB	3.92725640550649e-35	0.429903201426486	0.272	0.019	7.62398286000974e-31	Endothelial cells	PDGFB
MGST2	4.2093194539537e-35	1.12034673991589	0.704	0.179	8.17155185596032e-31	Endothelial cells	MGST2
PML	6.12340569563214e-35	0.694508889293653	0.395	0.048	1.18873674769307e-30	Endothelial cells	PML
GPX3	9.53899798369212e-35	1.48443588576954	0.716	0.19	1.85180567857415e-30	Endothelial cells	GPX3
EFNA1	1.23997312824545e-34	0.764235971506263	0.383	0.044	2.40715983386289e-30	Endothelial cells	EFNA1
CD59	1.46691325412224e-34	1.36943032197733	0.864	0.366	2.84771870022751e-30	Endothelial cells	CD59
ITGA5	1.69113147204535e-34	0.737907569210242	0.457	0.065	3.28299352668165e-30	Endothelial cells	ITGA5
LMCD1	3.57446346130401e-34	0.749753374694181	0.469	0.068	6.93910591742947e-30	Endothelial cells	LMCD1
MYO6	2.58780994713897e-33	0.660488095942752	0.432	0.062	5.02371545038088e-29	Endothelial cells	MYO6
NECTIN2	4.68915361858968e-33	0.770421632367283	0.457	0.072	9.10305391976815e-29	Endothelial cells	NECTIN2
PDE2A	5.2910492858512e-33	0.370187194196315	0.272	0.021	1.02715139786229e-28	Endothelial cells	PDE2A
ARRDC2	5.79672252496091e-33	0.872359765945563	0.543	0.102	1.12531774377066e-28	Endothelial cells	ARRDC2
NQO1	6.21356260570662e-33	0.451140943698387	0.321	0.032	1.20623890864583e-28	Endothelial cells	NQO1
COL18A1	8.85723066733593e-33	0.80154735552696	0.543	0.1	1.71945418944992e-28	Endothelial cells	COL18A1
PTPRG	9.16109235333096e-33	0.594689478432421	0.358	0.041	1.77844285855214e-28	Endothelial cells	PTPRG
FKBP1A	9.54903658836729e-33	1.44583862252979	0.852	0.443	1.85375447289974e-28	Endothelial cells	FKBP1A
TUSC3	1.06763809492837e-32	0.418696091505667	0.272	0.021	2.07260583368445e-28	Endothelial cells	TUSC3
ZEB1	1.23026396201606e-32	0.578178394444429	0.432	0.06	2.38831142946178e-28	Endothelial cells	ZEB1
RCN1	1.74942831647957e-32	0.88974383741777	0.531	0.101	3.39616519078178e-28	Endothelial cells	RCN1
RND1	1.79919480770162e-32	0.512516245711071	0.296	0.027	3.49277688019116e-28	Endothelial cells	RND1
PTPN14	1.90513706310511e-32	0.252452091344171	0.272	0.021	3.69844258060594e-28	Endothelial cells	PTPN14
KLF21	2.21587819306716e-32	1.09213545182842	0.765	0.217	4.30168433620128e-28	Endothelial cells	KLF2
SYNPO	2.33002672367532e-32	0.545233474595066	0.321	0.033	4.5232808786709e-28	Endothelial cells	SYNPO
HIP1	7.61219037411046e-32	0.615389379613342	0.444	0.068	1.47775451732606e-27	Endothelial cells	HIP1
CCNY	1.3116470761165e-31	0.631807759561909	0.407	0.058	2.54630046886495e-27	Endothelial cells	CCNY
RBPMS	1.51616483060927e-31	0.494415361810609	0.395	0.052	2.94333078566177e-27	Endothelial cells	RBPMS
CD151	2.17592886622876e-31	1.08289521160365	0.741	0.225	4.2241307080099e-27	Endothelial cells	CD151
GBP4	3.27565088028015e-31	0.847827440440302	0.407	0.059	6.35902105388786e-27	Endothelial cells	GBP4
MSRB3	3.74350089275211e-31	0.416855506931998	0.309	0.03	7.26725828309967e-27	Endothelial cells	MSRB3
PINK1	1.74669472555031e-30	0.773301602136116	0.407	0.062	3.39085847071082e-26	Endothelial cells	PINK1
CASTOR1	2.57052625861292e-30	0.640394494463354	0.321	0.035	4.99016262584526e-26	Endothelial cells	CASTOR1
COX7A1	2.83128825206406e-30	0.668183438335991	0.444	0.069	5.49637988373197e-26	Endothelial cells	COX7A1
ELK3	3.70877181374634e-30	0.634195137085176	0.444	0.071	7.19983872202577e-26	Endothelial cells	ELK3
EFNB1	5.85756869898887e-30	0.533028913592561	0.321	0.035	1.13712981153471e-25	Endothelial cells	EFNB1
ADIRF	6.56635412491595e-30	1.15482074024872	0.481	0.081	1.27472632626993e-25	Endothelial cells	ADIRF
NEDD9	6.82265916206206e-30	0.90375320770839	0.543	0.119	1.32448282313111e-25	Endothelial cells	NEDD9
PTTG1IP	7.04742916347207e-30	1.04017880782484	0.704	0.229	1.36811742350483e-25	Endothelial cells	PTTG1IP
MMP2	8.29771139859747e-30	0.615757333354018	0.494	0.083	1.61083471380973e-25	Endothelial cells	MMP2
NRP1	1.0230584315535e-29	0.765549903864767	0.432	0.072	1.98606333317482e-25	Endothelial cells	NRP1
GSN1	1.87980497792661e-29	1.5444052198415	0.802	0.308	3.64926540364892e-25	Endothelial cells	GSN
ANGPT2	2.12940385578973e-29	0.977731750002257	0.259	0.023	4.13381170524461e-25	Endothelial cells	ANGPT2
GAS6	2.13083276502473e-29	1.02910355334537	0.654	0.174	4.13658564674251e-25	Endothelial cells	GAS6
MYO1C	3.00124982659772e-29	0.623638193062531	0.42	0.067	5.82632628837415e-25	Endothelial cells	MYO1C
LRCH1	4.09876105829465e-29	0.431425940740192	0.333	0.04	7.9569248424674e-25	Endothelial cells	LRCH1
DGKH	6.68961898514652e-29	0.393482168627949	0.296	0.03	1.29865573358649e-24	Endothelial cells	DGKH
CD9	9.63018861315051e-29	1.22276046168038	0.778	0.263	1.86950851547091e-24	Endothelial cells	CD9
ZNF704	1.27862557308519e-28	0.46230710648188	0.259	0.023	2.48219582503028e-24	Endothelial cells	ZNF704
TRIOBP	1.57480840703125e-28	0.519644954341367	0.37	0.053	3.05717556056976e-24	Endothelial cells	TRIOBP
EHD2	1.90350825956667e-28	0.51614653020876	0.333	0.041	3.69528058429677e-24	Endothelial cells	EHD2
SELENON	2.14169527908733e-28	0.627098645717561	0.42	0.07	4.15767304529223e-24	Endothelial cells	SELENON
PLPP3	2.23935998819768e-28	0.733051854293016	0.469	0.087	4.34726954508816e-24	Endothelial cells	PLPP3
SMAGP	2.89590294662717e-28	0.444410929294372	0.309	0.035	5.62181639028732e-24	Endothelial cells	SMAGP
KIAA0355	4.23446942654247e-28	0.620991419886584	0.506	0.097	8.2203754977469e-24	Endothelial cells	KIAA0355
PTMS	1.26622269382563e-27	1.04466253789968	0.79	0.293	2.4581181155237e-23	Endothelial cells	PTMS
CAVIN3	1.48104909538061e-27	0.737183184474701	0.432	0.074	2.87516060886237e-23	Endothelial cells	CAVIN3
SH3BP5	2.14813787992499e-27	0.960830482755514	0.58	0.144	4.17018006629839e-23	Endothelial cells	SH3BP5
RIPOR1	2.41232632000084e-27	0.29552917266356	0.296	0.033	4.68304908501764e-23	Endothelial cells	RIPOR1
ENPP2	2.48480747126841e-27	1.56181851711553	0.383	0.063	4.82375674397336e-23	Endothelial cells	ENPP2
SPRY1	2.62918217206956e-27	1.10542774037065	0.568	0.136	5.10403135063863e-23	Endothelial cells	SPRY1
MEF2A	3.12039906680448e-27	0.667306110283376	0.506	0.106	6.05763070838754e-23	Endothelial cells	MEF2A
HLA-E4	4.40926686560338e-27	0.84065489950534	0.975	0.85	8.55970976619585e-23	Endothelial cells	HLA-E
BAG3	4.94669688843651e-27	0.881718316983903	0.519	0.117	9.6030226695218e-23	Endothelial cells	BAG3
DPYSL3	6.50027783033361e-27	0.319107757426605	0.259	0.025	1.26189893520266e-22	Endothelial cells	DPYSL3
RHOB	1.34452454018098e-26	1.11780442542931	0.63	0.176	2.61012548985333e-22	Endothelial cells	RHOB
NR2F2	1.51486158060391e-26	0.565577817208421	0.383	0.058	2.94080078642637e-22	Endothelial cells	NR2F2
INPP1	1.95210258481554e-26	0.505877268484986	0.358	0.052	3.7896167479024e-22	Endothelial cells	INPP1
PIK3C2A	2.45653716931288e-26	0.518707685865121	0.407	0.067	4.7688756067871e-22	Endothelial cells	PIK3C2A
CDC42BPA	2.7542342967088e-26	0.622778013080891	0.346	0.05	5.3467950402008e-22	Endothelial cells	CDC42BPA
RBFOX2	3.10607429965266e-26	0.430758473245674	0.296	0.035	6.0298220379157e-22	Endothelial cells	RBFOX2
C11orf96	3.12908179795303e-26	0.886287882802555	0.383	0.061	6.07448649436622e-22	Endothelial cells	C11orf96
CDKN1C	7.59271466419011e-26	0.526602915311661	0.346	0.049	1.47397369775923e-21	Endothelial cells	CDKN1C
RPGR	1.12578453982279e-25	0.508312354215702	0.346	0.048	2.18548552715799e-21	Endothelial cells	RPGR
BST2	1.17424107273344e-25	1.2289851427806	0.827	0.429	2.27955419449743e-21	Endothelial cells	BST2
ARHGEF12	1.30630506811736e-25	0.650708965654513	0.37	0.058	2.53593002873623e-21	Endothelial cells	ARHGEF12
HOTAIRM1	1.45822125627829e-25	0.51246957361872	0.383	0.063	2.83084492481304e-21	Endothelial cells	HOTAIRM1
PTK2	2.02565766273751e-25	0.333743714220101	0.321	0.042	3.93240922067234e-21	Endothelial cells	PTK2
IFI44L	2.19299568777631e-25	0.974872173791185	0.58	0.149	4.25726252868014e-21	Endothelial cells	IFI44L
DUSP6	2.70125818140455e-25	0.638554189001567	0.432	0.078	5.24395250756065e-21	Endothelial cells	DUSP6
GASK1B	3.90144243945444e-25	0.735388824837006	0.272	0.032	7.5738702077129e-21	Endothelial cells	GASK1B
TFPI	4.45829669569663e-25	0.926191862616723	0.494	0.105	8.65489137535587e-21	Endothelial cells	TFPI
CMTM8	5.5877377859642e-25	0.828153332222591	0.42	0.076	1.08474753638923e-20	Endothelial cells	CMTM8
S100A13	6.33351027629294e-25	0.814141499150212	0.667	0.19	1.22952434993675e-20	Endothelial cells	S100A13
CPNE2	6.45812526924423e-25	0.414929048649322	0.358	0.056	1.25371585851838e-20	Endothelial cells	CPNE2
CDC42EP4	6.61521427360894e-25	0.492713443195613	0.358	0.055	1.2842115469357e-20	Endothelial cells	CDC42EP4
SOCS3	6.79851648206386e-25	2.03443064949835	0.716	0.314	1.31979600466306e-20	Endothelial cells	SOCS3
SMTN	8.28787895054601e-25	0.508752184934585	0.272	0.031	1.6089259406695e-20	Endothelial cells	SMTN
KLF10	1.30441827171505e-24	0.692851637364554	0.494	0.109	2.53226719088042e-20	Endothelial cells	KLF10
FERMT2	1.40241266759078e-24	0.587675196629183	0.37	0.06	2.72250371159399e-20	Endothelial cells	FERMT2
FSTL1	1.8930110888931e-24	0.540443159500043	0.42	0.073	3.67490242686818e-20	Endothelial cells	FSTL1
ADGRA2	2.50603935488424e-24	0.306710310193695	0.272	0.031	4.86497419963678e-20	Endothelial cells	ADGRA2
UNC5B	2.83631799156808e-24	0.467013832545445	0.309	0.042	5.50614411703111e-20	Endothelial cells	UNC5B
AHDC1	3.18174037882782e-24	0.480134492439958	0.333	0.049	6.17671259741845e-20	Endothelial cells	AHDC1
AFDN1	3.43387938537335e-24	0.578005098113343	0.407	0.076	6.66619005082529e-20	Endothelial cells	AFDN
LAMB2	3.61490554344947e-24	0.597545965696215	0.309	0.043	7.01761613149845e-20	Endothelial cells	LAMB2
YBX31	3.71380885054965e-24	1.1719403948194	0.704	0.282	7.20961712157204e-20	Endothelial cells	YBX3
IFITM2	4.09620992507978e-24	1.12011903270726	0.889	0.511	7.95197232755739e-20	Endothelial cells	IFITM2
KLF11	5.52860884085251e-24	0.485805954872397	0.346	0.052	1.0732688342747e-19	Endothelial cells	KLF11
ITM2A4	6.47676874453581e-24	0.803393547942725	0.79	0.247	1.25733511637674e-19	Endothelial cells	ITM2A
YPEL2	7.90024214913895e-24	0.876278485979947	0.444	0.092	1.53367400841234e-19	Endothelial cells	YPEL2
PON2	8.58623518595902e-24	0.798139347205689	0.481	0.109	1.66684583665022e-19	Endothelial cells	PON2
CSRP2	9.56110609046762e-24	0.444198415787809	0.37	0.059	1.85609752534248e-19	Endothelial cells	CSRP2
TANC1	1.34242838362842e-23	0.55903410622839	0.284	0.037	2.60605622113785e-19	Endothelial cells	TANC1
CYB5D2	1.3615578180317e-23	0.423331135924701	0.346	0.055	2.64319219214493e-19	Endothelial cells	CYB5D2
FDPS	1.68607985128777e-23	0.826691893186024	0.605	0.176	3.27318681530495e-19	Endothelial cells	FDPS
MAPK3	1.71090996297849e-23	0.446390939758898	0.346	0.055	3.32138951113014e-19	Endothelial cells	MAPK3
RAPGEF2	1.80645587081566e-23	0.419437934261665	0.284	0.037	3.50687278201445e-19	Endothelial cells	RAPGEF2
